"ID","ResponseId","DurationSec","AGE1","AGE2_18_29","AGE2_30_44","AGE2_45_59","AGE2_60_UP","GEND_Male","GEND_Female","RACE_White","RACE_Other","EDUC_L_HS","EDUC_Bach","EDUC_Mast","HHADULTS","HHKIDS","HHWORKERS","HHINC_000_050","HHINC_050_100","HHINC_100__UP","PLACETYPE_Urban","PLACETYPE_Sub_Urban","PLACETYPE_Suburban","PLACETYPE_Rural_all","WDAYS","CDAYS","COMMUTE_YesCurrently","COMMUTE_NoUsedTo","MODE_AutoD","MODE_AutoP","MODE_Transit","MODE_Walk","MODE_Bike","PARKCOST_Yes","PARKCOST_No","TOLLCOST_Yes","TOLLCOST_No","TIMEDEP_Morning","TIMEDEP_AfterEveNight","FLEXWORK_Yes","FLEXWORK_No","FLEXINC_Yes","FLEXINC_No","PRIMWORK_Yes","PRIMWORK_No","IMP_TT","IMP_TC","IMP_WT","IMP_IN","SAT_WORK","SAT_COMM","ENJOYWC_Work","ENJOYWC_Comm","IDEALTT_00___","IDEALTT_01_05","IDEALTT_06_15","IDEALTT_15_UP","M1Q1","M1Q2","M1Q3","M1Q4","M1Q5","M1Q6","M1Q7","M1Q8","M1Q9","M1Q10","M2Q1","M2Q2","M2Q3","M2Q4","M2Q5","M2Q6","M2Q7","M2Q8","M2Q9","M2Q10","M3Q1","M3Q2","M3Q3","M3Q4","M3Q5","M3Q6","M3Q7","M3Q8","M3Q9","M3Q10","M4Q1","M4Q2","M4Q3","M4Q4","M4Q5","M4Q6","M4Q7","M4Q8","M4Q9","M4Q10","M5Q1","M5Q2","M5Q3","M5Q4","M5Q5","M5Q6","M5Q7","M5Q8","M5Q9","M5Q10","TTPD","TCPD","WTPD","INPD","MD12TT1","MD12TT2","MD12TT3","MD12TT4","MD12TT5","MD345TT1","MD345TT2","MD345TT3","MD345TT4","MD345TT5","MD12WT1","MD12WT2","MD12WT3","MD12WT4","MD12WT5","MD345WT1","MD345WT2","MD345WT3","MD345WT4","MD345WT5","MD12INC1","MD12INC2","MD12INC3","MD12INC4","MD12INC5","MD345INC1","MD345INC2","MD345INC3","MD345INC4","MD345INC5","M15TC1","M15TC2","M15TC3","M15TC4","M15TC5","M3TC1","M3TC2","M3TC3","M3TC4","M3TC5","MD12WH1","MD12WH2","MD12WH3","MD12WH4","MD12WH5","MD345WH1","MD345WH2","MD345WH3","MD345WH4","MD345WH5","MD12WM1","MD12WM2","MD12WM3","MD12WM4","MD12WM5","MD345WM1","MD345WM2","MD345WM3","MD345WM4","MD345WM5"
190,"R_1daSL53iwgEBkae",765,42,0,1,0,0,0,1,1,0,0,1,0,2,1,2,0,0,1,0,1,0,0,4,4,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,-1,2,1,1,-1,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","A","C","B","A","A","B","A","A","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,8,480,250,84,96,120,144,156,105,110,120,130,135,432,456,480,504,528,460,470,480,490,500,225,237.5,250,262.5,275,239.58,244.79,250,255.21,260.42,4.8,6.4,8,9.6,11.2,5.5,6.5,8,9.5,10.5,7,7,8,8,8,7,7,8,8,8,12,36,0,24,48,40,50,0,10,20
191,"R_3Pia9LCCBPBCeEG",489,41,0,1,0,0,1,0,1,0,0,0,1,1,3,1,0,1,0,0,1,0,0,7,7,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,NA,NA,1,0,1,1,1,1,2,0,1,0,0,0,1,0,"B","B","B","A","A","B","B","B","C","C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,20,480,142.86,28,32,40,48,52,25,30,40,50,55,464,472,480,488,496,460,470,480,490,500,138.1,140.48,142.86,145.24,147.62,136.91,139.88,142.86,145.84,148.81,12,16,20,24,28,17.5,18.5,20,21.5,22.5,7,7,8,8,8,7,7,8,8,8,44,52,0,8,16,40,50,0,10,20
192,"R_u2JOadz3mVF8jkt",683,36,0,1,0,0,1,0,1,0,0,0,1,1,2,1,0,0,1,0,0,0,1,5,5,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,NA,NA,1,0,0,NA,0,2,1,2,0,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B","B","C","C","C","C","B","C","B","C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,0,540,375,16.8,19.2,24,28.8,31.2,9,14,24,34,39,530.4,535.2,540,544.8,549.6,520,530,540,550,560,368.33,371.67,375,378.33,381.67,361.11,368.06,375,381.94,388.89,0,0,0,0,0,-2.5,-1.5,0,1.5,2.5,8,8,9,9,9,8,8,9,9,9,50,55,0,5,10,40,50,0,10,20
193,"R_2UaNzw1ICkR2qOB",864,40,0,1,0,0,1,0,1,0,0,0,1,1,2,1,0,0,1,1,0,0,0,6,5,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,2,1,1,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B","A","A","B","B","B","B","C","A","B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,37.5,430,300,52.5,60,75,90,97.5,60,65,75,85,90,400,415,430,445,460,410,420,430,440,450,279.07,289.53,300,310.47,320.93,286.05,293.02,300,306.98,313.95,22.5,30,37.5,45,52.5,35,36,37.5,39,40,6,6,7,7,7,6,7,7,7,7,40,55,10,25,40,50,0,10,20,30
194,"R_1E0wgQSrrXUR7as",931,35,0,1,0,0,1,0,1,0,0,0,1,1,2,1,0,0,1,1,0,0,0,5,5,0,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,2,1,2,2,2,2,1,0,0,0,0,1,"B","B","A","C","B","A","B","A","B","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,40,540,250,35,40,50,60,65,35,40,50,60,65,520,530,540,550,560,520,530,540,550,560,240.74,245.37,250,254.63,259.26,240.74,245.37,250,254.63,259.26,24,32,40,48,56,37.5,38.5,40,41.5,42.5,8,8,9,9,9,8,8,9,9,9,40,50,0,10,20,40,50,0,10,20
195,"R_2sdWxsDmhFyCTeB",1166,59,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,4,4,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,NA,NA,1,0,-1,-1,0,2,2,-1,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","C","C","C","C","B","B","B","A","C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,4,480,256,56,64,80,96,104,65,70,80,90,95,448,464,480,496,512,460,470,480,490,500,238.93,247.47,256,264.53,273.07,245.33,250.67,256,261.33,266.67,2.4,3.2,4,4.8,5.6,1.5,2.5,4,5.5,6.5,7,7,8,8,8,7,7,8,8,8,28,44,0,16,32,40,50,0,10,20
196,"R_22LETYmgfFLSI7a",1235,60,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,5,5,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,NA,NA,1,0,0,0,1,0,1,1,1,0,0,0,1,0,"C","C","C","C","B","C","A","B","A","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,5,480,110,32.9,37.6,47,56.4,61.1,32,37,47,57,62,461.2,470.6,480,489.4,498.8,460,470,480,490,500,105.69,107.85,110,112.15,114.31,105.42,107.71,110,112.29,114.58,3,4,5,6,7,2.5,3.5,5,6.5,7.5,7,7,8,8,8,7,7,8,8,8,41,51,0,9,19,40,50,0,10,20
197,"R_2AXWnX9SuOhLwt6",587,49,0,0,1,0,1,0,1,0,0,0,1,1,2,1,0,0,1,1,0,0,0,6,6,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,NA,NA,1,0,1,0,2,-1,2,1,0,1,0,0,0,1,"B","C","A","A","B","A","B","A","B","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,16.67,480,300,28,32,40,48,52,25,30,40,50,55,464,472,480,488,496,460,470,480,490,500,290,295,300,305,310,287.5,293.75,300,306.25,312.5,10,13.34,16.67,20,23.34,14.17,15.17,16.67,18.17,19.17,7,7,8,8,8,7,7,8,8,8,44,52,0,8,16,40,50,0,10,20
198,"R_3IbKqGkoNsk9Jt3",402,26,1,0,0,0,1,0,1,0,0,0,1,1,1,3,0,1,0,1,0,0,0,7,5,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,NA,1,0,2,2,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B","A","A","A","A","C","B","A","A","B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,0,450,45,42,48,60,72,78,45,50,60,70,75,426,438,450,462,474,430,440,450,460,470,42.6,43.8,45,46.2,47.4,43,44,45,46,47,0,0,0,0,0,-2.5,-1.5,0,1.5,2.5,7,7,7,7,7,7,7,7,7,7,6,18,30,42,54,10,20,30,40,50
199,"R_vrArlNhEttNxKxj",1430,34,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,5,5,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,NA,NA,1,0,0,0,1,1,1,1,0,1,0,1,0,0,"B","C","A","C","B","C","A","A","B","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,3,480,225,35,40,50,60,65,35,40,50,60,65,460,470,480,490,500,460,470,480,490,500,215.62,220.31,225,229.69,234.38,215.62,220.31,225,229.69,234.38,1.8,2.4,3,3.6,4.2,0.5,1.5,3,4.5,5.5,7,7,8,8,8,7,7,8,8,8,40,50,0,10,20,40,50,0,10,20
200,"R_1gdOTDWvWph2ASq",797,50,0,0,1,0,1,0,0,1,0,1,0,2,2,1,0,1,0,0,1,0,0,5,5,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,NA,NA,1,0,2,1,1,2,-1,-2,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A","B","C","C","A","A","B","B","A","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115,17,480,150,80.5,92,115,138,149.5,100,105,115,125,130,434,457,480,503,526,460,470,480,490,500,135.62,142.81,150,157.19,164.38,143.75,146.87,150,153.13,156.25,10.2,13.6,17,20.4,23.8,14.5,15.5,17,18.5,19.5,7,7,8,8,8,7,7,8,8,8,14,37,0,23,46,40,50,0,10,20
201,"R_31pIsTK1ydqKbqi",1023,41,0,1,0,0,1,0,0,1,0,1,0,1,2,1,0,0,1,1,0,0,0,5,5,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,NA,NA,1,0,0,1,1,1,2,2,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B","C","C","A","C","B","B","A","B","B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,7.5,600,175,49,56,70,84,91,55,60,70,80,85,572,586,600,614,628,580,590,600,610,620,166.83,170.92,175,179.08,183.17,169.17,172.08,175,177.92,180.83,4.5,6,7.5,9,10.5,5,6,7.5,9,10,9,9,10,10,10,9,9,10,10,10,32,46,0,14,28,40,50,0,10,20
202,"R_xypyaTjiQLsLjjz",406,30,0,1,0,0,1,0,0,1,0,1,0,3,2,1,0,1,0,0,1,0,0,4,3,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,2,2,2,1,1,1,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A","A","A","A","A","A","B","A","B","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,15,510,500,84,96,120,144,156,105,110,120,130,135,462,486,510,534,558,490,500,510,520,530,452.94,476.47,500,523.53,547.06,480.39,490.2,500,509.8,519.61,9,12,15,18,21,12.5,13.5,15,16.5,17.5,7,8,8,8,9,8,8,8,8,8,42,6,30,54,18,10,20,30,40,50
203,"R_AaD14BwNr0EtklP",382,67,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,6,6,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,NA,NA,1,0,0,NA,0,0,2,1,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B","C","C","C","B","A","C","C","B","C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,0,540,833.33,16.8,19.2,24,28.8,31.2,9,14,24,34,39,530.4,535.2,540,544.8,549.6,520,530,540,550,560,818.52,825.92,833.33,840.74,848.14,802.47,817.9,833.33,848.76,864.19,0,0,0,0,0,-2.5,-1.5,0,1.5,2.5,8,8,9,9,9,8,8,9,9,9,50,55,0,5,10,40,50,0,10,20
204,"R_b8yaPJIVuskbuPT",322,21,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,7,7,1,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,-2,0,0,0,0,0,0,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A","C","A","B","A","A","A","A","A","C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,5.86,340,35.71,37.1,42.4,53,63.6,68.9,38,43,53,63,68,318.8,329.4,340,350.6,361.2,320,330,340,350,360,33.48,34.6,35.71,36.82,37.94,33.61,34.66,35.71,36.76,37.81,3.52,4.69,5.86,7.03,8.2,3.36,4.36,5.86,7.36,8.36,5,5,5,5,6,5,5,5,5,6,19,29,40,51,1,20,30,40,50,0
205,"R_3rS7KcCPMlZZgWe",543,45,0,0,1,0,0,1,1,0,0,1,0,1,1,1,0,0,1,1,0,0,0,5,5,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,1,0,-1,-2,-1,-1,1,1,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B","B","C","C","C","C","C","A","C","C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,20,480,200,45.5,52,65,78,84.5,50,55,65,75,80,454,467,480,493,506,460,470,480,490,500,189.17,194.58,200,205.42,210.83,191.67,195.83,200,204.17,208.33,12,16,20,24,28,17.5,18.5,20,21.5,22.5,7,7,8,8,8,7,7,8,8,8,34,47,0,13,26,40,50,0,10,20
206,"R_3imsazLO6l9Mcbm",369,25,1,0,0,0,1,0,0,1,0,1,0,2,1,2,0,1,0,0,1,0,0,5,2,0,1,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,-1,-1,1,2,2,2,1,0,0,1,0,0,"C","A","A","C","C","C","A","C","C","C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,12.5,480,125,35,40,50,60,65,35,40,50,60,65,460,470,480,490,500,460,470,480,490,500,119.79,122.4,125,127.6,130.21,119.79,122.4,125,127.6,130.21,7.5,10,12.5,15,17.5,10,11,12.5,14,15,7,7,8,8,8,7,7,8,8,8,40,50,0,10,20,40,50,0,10,20
207,"R_3Mch3254t2rPObR",429,68,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,1,5,5,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,NA,NA,1,0,1,1,2,2,1,1,0,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","B","A","C","B","C","C","C","C","B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,5,480,175,49,56,70,84,91,55,60,70,80,85,452,466,480,494,508,460,470,480,490,500,164.79,169.9,175,180.1,185.21,167.71,171.35,175,178.65,182.29,3,4,5,6,7,2.5,3.5,5,6.5,7.5,7,7,8,8,8,7,7,8,8,8,32,46,0,14,28,40,50,0,10,20
208,"R_1NgYf9yxhqcIZHe",503,20,1,0,0,0,0,1,0,1,1,0,0,4,0,3,1,0,0,0,1,0,0,5,5,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,2,2,2,2,1,0,0,1,0,0,"C","A","B","A","B","C","B","A","C","C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,5,540,272.5,9.1,10.4,13,15.6,16.9,-2,3,13,23,28,534.8,537.4,540,542.6,545.2,520,530,540,550,560,269.88,271.19,272.5,273.81,275.12,262.41,267.45,272.5,277.55,282.59,3,4,5,6,7,2.5,3.5,5,6.5,7.5,8,8,9,9,9,8,8,9,9,9,55,57,0,3,5,40,50,0,10,20
209,"R_1fdDZ7YRS5tr2Tm",642,35,0,1,0,0,1,0,1,0,0,0,1,3,2,3,0,0,1,1,0,0,0,5,5,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,2,1,2,2,2,1,0,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A","C","C","B","B","A","B","B","A","C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,230,50,480,450,161,184,230,276,299,215,220,230,240,245,388,434,480,526,572,460,470,480,490,500,363.75,406.87,450,493.13,536.25,431.25,440.62,450,459.38,468.75,30,40,50,60,70,47.5,48.5,50,51.5,52.5,6,7,8,8,9,7,7,8,8,8,28,14,0,46,32,40,50,0,10,20
210,"R_2qw96klstG1KRoN",581,32,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,5,5,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,NA,1,1,1,1,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A","A","A","A","B","A","B","B","A","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,0,480,100,42,48,60,72,78,45,50,60,70,75,456,468,480,492,504,460,470,480,490,500,95,97.5,100,102.5,105,95.83,97.92,100,102.08,104.17,0,0,0,0,0,-2.5,-1.5,0,1.5,2.5,7,7,8,8,8,7,7,8,8,8,36,48,0,12,24,40,50,0,10,20
211,"R_2PsUvjrFiWaVurB",601,36,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,5,5,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,NA,NA,1,0,2,2,2,2,1,2,1,0,0,0,1,0,"C","A","C","C","C","C","B","C","B","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,2,480,65,8.4,9.6,12,14.4,15.6,-3,2,12,22,27,475.2,477.6,480,482.4,484.8,460,470,480,490,500,64.35,64.67,65,65.33,65.65,62.29,63.65,65,66.35,67.71,1.2,1.6,2,2.4,2.8,-0.5,0.5,2,3.5,4.5,7,7,8,8,8,7,7,8,8,8,55,58,0,2,5,40,50,0,10,20
212,"R_2qBCy2TmC5owWOW",695,32,0,1,0,0,0,1,1,0,0,1,0,1,1,1,0,0,1,1,0,0,0,5,5,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,2,NA,0,1,2,1,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A","A","A","A","A","C","C","B","B","B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,0,480,400,42,48,60,72,78,45,50,60,70,75,456,468,480,492,504,460,470,480,490,500,380,390,400,410,420,383.33,391.67,400,408.33,416.67,0,0,0,0,0,-2.5,-1.5,0,1.5,2.5,7,7,8,8,8,7,7,8,8,8,36,48,0,12,24,40,50,0,10,20
213,"R_6rDWVrFVvqA3MeB",753,46,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,5,5,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,2,0,2,1,1,2,0,1,0,0,1,0,"C","C","C","C","C","C","C","C","B","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,2.82,480,170,22.4,25.6,32,38.4,41.6,17,22,32,42,47,467.2,473.6,480,486.4,492.8,460,470,480,490,500,165.47,167.73,170,172.27,174.53,162.92,166.46,170,173.54,177.08,1.69,2.26,2.82,3.38,3.95,0.32,1.32,2.82,4.32,5.32,7,7,8,8,8,7,7,8,8,8,47,54,0,6,13,40,50,0,10,20
214,"R_1dFYqRLcZgpxEcB",473,20,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,4,4,1,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,NA,1,1,1,0,0,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","B","B","A","B","A","C","A","B","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0,240,32,14,16,20,24,26,5,10,20,30,35,232,236,240,244,248,220,230,240,250,260,30.93,31.47,32,32.53,33.07,29.33,30.67,32,33.33,34.67,0,0,0,0,0,-2.5,-1.5,0,1.5,2.5,3,3,4,4,4,3,3,4,4,4,52,56,0,4,8,40,50,0,10,20
215,"R_2ylKgWhXLn1Ofly",631,35,0,1,0,0,1,0,1,0,0,0,1,1,1,1,0,0,1,1,0,0,0,5,5,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,2,2,2,1,1,0,0,0,0,1,"A","A","C","B","B","B","A","B","A","B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,30,660,165,25.2,28.8,36,43.2,46.8,21,26,36,46,51,645.6,652.8,660,667.2,674.4,640,650,660,670,680,161.4,163.2,165,166.8,168.6,160,162.5,165,167.5,170,18,24,30,36,42,27.5,28.5,30,31.5,32.5,10,10,11,11,11,10,10,11,11,11,46,53,0,7,14,40,50,0,10,20
216,"R_1rH7fWnaAaoMazY",636,30,0,1,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,5,5,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,NA,NA,1,0,0,2,0,2,1,1,1,0,0,0,1,0,"A","A","A","B","B","B","A","A","B","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,10,510,125,35,40,50,60,65,35,40,50,60,65,490,500,510,520,530,490,500,510,520,530,120.1,122.55,125,127.45,129.9,120.1,122.55,125,127.45,129.9,6,8,10,12,14,7.5,8.5,10,11.5,12.5,8,8,8,8,8,8,8,8,8,8,10,20,30,40,50,10,20,30,40,50
217,"R_33a0vgG70mEhBPp",567,24,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,5,5,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,NA,NA,1,0,2,-1,2,2,2,1,0,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","A","A","B","B","A","A","B","A","C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,6.25,480,126,42,48,60,72,78,45,50,60,70,75,456,468,480,492,504,460,470,480,490,500,119.7,122.85,126,129.15,132.3,120.75,123.37,126,128.63,131.25,3.75,5,6.25,7.5,8.75,3.75,4.75,6.25,7.75,8.75,7,7,8,8,8,7,7,8,8,8,36,48,0,12,24,40,50,0,10,20
218,"R_3LelZIdUI0Q4AIp",512,29,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,5,5,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1,NA,NA,1,0,0,NA,0,0,1,1,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","C","C","C","C","C","C","C","C","C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0,480,80,7,8,10,12,13,-5,0,10,20,25,476,478,480,482,484,460,470,480,490,500,79.33,79.67,80,80.33,80.67,76.67,78.33,80,81.67,83.33,0,0,0,0,0,-2.5,-1.5,0,1.5,2.5,7,7,8,8,8,7,7,8,8,8,56,58,0,2,4,40,50,0,10,20
